num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
1       277.371         176391      -0.131839       0.106225          0.066              0    3               tl208  0.870013  0.890596                                     co60.Chn
2        347.14         176391     -0.0303388      0.0912369        7.5e-05              1    3      co60      co60   0.76982  0.890596                                     co60.Chn
3       583.187         176391      0.0340323      0.0637417           0.85              0    3               tl208   1.04902  0.890596                                     co60.Chn
4        609.32         176391      0.0697375      0.0685038         0.4549              0    3               bi214  0.926737  0.890596                                     co60.Chn
6        763.13         176391     -0.0971258      0.0645352         0.0179              0    3               tl208  0.785418  0.890596                                     co60.Chn
7        768.36         176391     -0.0243172      0.0695764        0.04894              0    3               bi214  0.785418  0.890596                                     co60.Chn
8        806.18         176391      0.0502369      0.0709032        0.01264              0    3               bi214  0.894035  0.890596                                     co60.Chn
9         826.1         176391     -0.0714813      0.0855135        7.6e-05              1    3      co60      co60   1.21424  0.890596                                     co60.Chn
10      860.557         176391     -0.0743632      0.0777716          0.125              0    3               tl208  0.985561  0.890596                                     co60.Chn
11      934.056         176391      0.0565657      0.0942007        0.03107              0    3               bi214  0.811332  0.890596                                     co60.Chn
12      1120.29         176391       0.122293      0.0754046         0.1492              0    3               bi214   1.03734  0.890596                                     co60.Chn
13      1155.21         176391      0.0249283      0.0599337        0.01633              0    3               bi214   1.15164  0.890596                                     co60.Chn
14      1173.23         176391        76.1254       0.453059         0.9985              1    3      co60      co60  0.835731  0.890596                                     co60.Chn
15      1238.12         176391      0.0402214      0.0342761        0.05834              0    3               bi214   1.02422  0.890596                                     co60.Chn
16      1280.98         176391     -0.0226843      0.0262197        0.01434              0    3               bi214   1.84106  0.890596                                     co60.Chn
17      1332.49         176391        69.9976       0.425119       0.999826              1    3      co60      co60   1.43502  0.890596                                     co60.Chn
18      1377.67         176391     -0.0234248      0.0101779        0.03988              0    3               bi214  0.814691  0.890596                                     co60.Chn
19      1401.52         176391    -0.00647539      0.0145675         0.0133              0    3               bi214   1.01318  0.890596                                     co60.Chn
20      1407.99         176391    -0.00957082      0.0140685        0.02394              0    3               bi214   1.01318  0.890596                                     co60.Chn
21      1460.82         176391      0.0882462      0.0229471         0.1066              0    3                 k40   1.00595  0.890596                                     co60.Chn
22      1509.21         176391      0.0124126      0.0123666         0.0213              0    3               bi214  0.769521  0.890596                                     co60.Chn
23      1661.27         176391    0.000282519     0.00856252        0.01047              0    3               bi214  0.678256  0.890596                                     co60.Chn
24       1729.6         176391      0.0185868      0.0110679        0.02878              0    3               bi214  0.604035  0.890596                                     co60.Chn
25      1764.49         176391      0.0373075      0.0138471          0.153              0    3               bi214  0.740359  0.890596                                     co60.Chn
26      1847.43         176391     0.00364698     0.00933229        0.02025              0    3               bi214  0.517799  0.890596                                     co60.Chn
27      2118.51         176391     -0.0076152    2.20186e-09         0.0116              0    3               bi214  0.245953  0.890596                                     co60.Chn
28      2158.57         176391      0.0172462       0.010862        1.2e-05              1    3      co60      co60  0.528392  0.890596                                     co60.Chn
29      2204.06         176391      0.0122891     0.00892529        0.04924              0    3               bi214  0.403532  0.890596                                     co60.Chn
30       2447.7         176391   -0.000132086     0.00455263        0.01548              0    3               bi214  0.189483  0.890596                                     co60.Chn
31      2614.51         176391      0.0438043      0.0104229        0.99754              0    3               tl208  0.465636  0.890596                                     co60.Chn
