na22   na22   1274.5370 1.042946e-03 3.262012e-06 3.262012e-06 100000000 1.000000e+04 9.994000e-01 1.400000e-04 1.042320e+01 3.256783e-02
na22   na22   511.0000 1.788151e-05 3.168010e-08 3.168010e-08 100000000 1.000000e+04 1.799100e+02 0.000000e+00 3.217062e+01 5.699566e-02
co60   co60   1173.2280 1.098932e-03 3.616567e-06 3.616567e-06 100000000 1.000000e+04 9.985000e-01 3.000000e-04 1.097284e+01 3.596061e-02
co60   co60   1332.4920 1.020171e-03 3.261918e-06 3.261918e-06 100000000 1.000000e+04 9.998260e-01 6.000000e-06 1.019994e+01 3.261345e-02
ba133  ba133  53.1622 3.594726e-03 7.981626e-05 7.981626e-05 100000000 1.000000e+04 2.140000e-02 3.000000e-04 7.692713e-01 1.324580e-02
ba133  ba133  79.6142 3.883502e-03 3.234568e-04 3.234568e-04 100000000 1.000000e+04 2.650000e-02 5.000000e-04 1.029128e+00 8.348773e-02
ba133  ba133  80.9979 3.809219e-03 4.268340e-05 4.268340e-05 100000000 1.000000e+04 3.290000e-01 3.000000e-03 1.253233e+01 8.161494e-02
ba133  ba133  160.6120 3.161857e-03 2.711313e-04 2.711313e-04 100000000 1.000000e+04 6.380000e-03 5.000000e-05 2.017265e-01 1.722578e-02
ba133  ba133  223.2368 2.783453e-03 1.904450e-04 1.904450e-04 100000000 1.000000e+04 4.530000e-03 3.000000e-05 1.260904e-01 8.586651e-03
ba133  ba133  276.3989 2.538264e-03 3.403703e-05 3.403703e-05 100000000 1.000000e+04 7.160000e-02 5.000000e-04 1.817397e+00 2.080511e-02
ba133  ba133  302.8508 2.496667e-03 2.155318e-05 2.155318e-05 100000000 1.000000e+04 1.834000e-01 1.300000e-03 4.578888e+00 2.256258e-02
ba133  ba133  356.0129 2.229928e-03 9.131518e-06 9.131518e-06 100000000 1.000000e+04 6.205000e-01 1.900000e-03 1.383671e+01 3.762148e-02
ba133  ba133  383.8485 2.123591e-03 3.113743e-05 3.113743e-05 100000000 1.000000e+04 8.940000e-02 6.000000e-04 1.898491e+00 2.474963e-02
cs137  cs137  661.6570 1.541661e-03 1.178051e-04 1.178051e-04 100000000 1.000000e+04 8.510000e-01 2.000000e-03 1.311954e+01 1.002047e+00
eu152  eu152b 344.2785 2.284382e-03 2.546112e-05 2.546112e-05 100000000 1.000000e+04 2.659000e-01 2.000000e-03 6.074171e+00 4.996079e-02
eu152  eu152b 367.7891 2.173032e-03 8.307112e-05 8.307112e-05 100000000 1.000000e+04 8.590000e-03 6.000000e-05 1.866634e-01 7.015684e-03
eu152  eu152b 411.1165 2.102526e-03 4.201879e-05 4.201879e-05 100000000 1.000000e+04 2.237000e-02 1.300000e-04 4.703351e-01 8.993425e-03
eu152  eu152b 586.2648 1.893220e-03 1.068234e-04 1.068234e-04 100000000 1.000000e+04 4.550000e-03 4.000000e-05 8.614149e-02 4.801109e-03
eu152  eu152b 678.6230 1.353642e-03 1.421547e-04 1.421547e-04 100000000 1.000000e+04 4.730000e-03 4.000000e-05 6.402729e-02 6.702083e-03
eu152  eu152b 778.9045 1.409365e-03 1.411330e-05 1.411330e-05 100000000 1.000000e+04 1.293000e-01 8.000000e-04 1.822309e+00 1.434864e-02
eu152  eu152b 1299.1420 9.784639e-04 2.839503e-05 2.839503e-05 100000000 1.000000e+04 1.633000e-02 1.100000e-04 1.597832e-01 4.510263e-03
eu152  eu152e 121.7817 3.613708e-03 4.093773e-05 4.093773e-05 100000000 1.000000e+04 2.853000e-01 1.600000e-03 1.030991e+01 1.014794e-01
eu152  eu152e 244.6974 2.810124e-03 3.196640e-05 3.196640e-05 100000000 1.000000e+04 7.550000e-02 4.000000e-04 2.121643e+00 2.135724e-02
eu152  eu152e 295.9387 2.630487e-03 3.527487e-04 3.527487e-04 100000000 1.000000e+04 4.400000e-03 4.000000e-05 1.157414e-01 1.548524e-02
eu152  eu152e 488.6792 1.733103e-03 1.231511e-04 1.231511e-04 100000000 1.000000e+04 4.140000e-03 3.000000e-05 7.175045e-02 5.071875e-03
eu152  eu152e 563.9860 1.723935e-03 1.077586e-04 1.077586e-04 100000000 1.000000e+04 4.940000e-03 5.000000e-05 8.516239e-02 5.253025e-03
eu152  eu152e 688.6700 1.584941e-03 6.740802e-05 6.740802e-05 100000000 1.000000e+04 8.560000e-03 6.000000e-05 1.356710e-01 5.691224e-03
eu152  eu152e 719.3460 2.499516e-03 2.054533e-04 2.054533e-04 100000000 1.000000e+04 2.500000e-03 8.000000e-05 6.248791e-02 4.731117e-03
eu152  eu152e 810.4510 1.390471e-03 1.381453e-04 1.381453e-04 100000000 1.000000e+04 3.170000e-03 3.000000e-05 4.407792e-02 4.359294e-03
eu152  eu152e 867.3800 1.277508e-03 2.334664e-05 2.334664e-05 100000000 1.000000e+04 4.230000e-02 3.000000e-04 5.403859e-01 9.101637e-03
eu152  eu152e 919.3370 1.233826e-03 1.003239e-04 1.003239e-04 100000000 1.000000e+04 4.190000e-03 5.000000e-05 5.169731e-02 4.158058e-03
eu152  eu152e 926.3100 1.142842e-03 1.267745e-04 1.267745e-04 100000000 1.000000e+04 2.720000e-03 3.000000e-05 3.108530e-02 3.431179e-03
eu152  eu152e 964.0570 1.227499e-03 2.273489e-05 2.273489e-05 100000000 1.000000e+04 1.451000e-01 7.000000e-04 1.781101e+00 3.184962e-02
eu152  eu152e 1005.2700 1.401307e-03 6.849068e-05 6.849068e-05 100000000 1.000000e+04 6.590000e-03 1.100000e-04 9.234615e-02 4.242166e-03
eu152  eu152e 1112.0760 1.118239e-03 1.171544e-05 1.171544e-05 100000000 1.000000e+04 1.367000e-01 8.000000e-04 1.528633e+00 1.328349e-02
eu152  eu152e 1212.9480 1.103642e-03 3.504923e-05 3.504923e-05 100000000 1.000000e+04 1.415000e-02 8.000000e-05 1.561654e-01 4.880243e-03
eu152  eu152e 1408.0130 9.981898e-04 8.154926e-06 8.154926e-06 100000000 1.000000e+04 2.087000e-01 9.000000e-04 2.083222e+00 1.445512e-02
eu152  eu152e 1457.6430 9.890364e-04 4.639835e-05 4.639835e-05 100000000 1.000000e+04 4.970000e-03 4.000000e-05 4.915511e-02 2.271809e-03
eu152  eu152e 1528.1000 1.023890e-03 6.162187e-05 6.162187e-05 100000000 1.000000e+04 2.790000e-03 3.000000e-05 2.856653e-02 1.691588e-03
eu152  eu152e 566.4380 1.301875e-03 3.377465e-04 3.377465e-04 100000000 1.000000e+04 1.310000e-03 3.000000e-05 1.705457e-02 4.407208e-03
pb210  pb210  46.5390 1.670845e-03 1.709078e-04 1.709078e-04 100000000 1.000000e+04 4.250000e-02 4.000000e-04 7.101091e-01 7.232770e-02
ra226  ra226  186.2110 3.291181e-03 6.273208e-05 6.273208e-05 100000000 1.000000e+04 3.640000e-02 4.000000e-04 1.197990e+00 1.865753e-02
ra226  pb214  53.2284 3.607571e-03 1.112462e-04 1.112462e-04 100000000 1.000000e+04 1.075000e-02 7.000000e-05 3.878139e-01 1.168930e-02
ra226  pb214  241.9950 2.781211e-03 2.756500e-05 2.756500e-05 100000000 1.000000e+04 7.251000e-02 1.600000e-04 2.016656e+00 1.948573e-02
ra226  pb214  258.8600 2.053073e-03 2.007902e-04 2.007902e-04 100000000 1.000000e+04 5.310000e-03 4.000000e-05 1.090182e-01 1.063029e-02
ra226  pb214  274.8000 3.133699e-03 2.764908e-04 2.764908e-04 100000000 1.000000e+04 3.550000e-03 1.000000e-04 1.112463e-01 9.301747e-03
ra226  pb214  295.2228 2.489666e-03 1.474148e-05 1.474148e-05 100000000 1.000000e+04 1.842000e-01 4.000000e-04 4.585966e+00 2.526171e-02
ra226  pb214  351.9321 2.229032e-03 9.987129e-06 9.987129e-06 100000000 1.000000e+04 3.560000e-01 7.000000e-04 7.935353e+00 3.194744e-02
