num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
1        46.539         176389        0.11541       0.746684         0.0425              0    3               pb210    1.0464  0.834843                                    ba133.Chn
2       53.1622         176389       0.414749      0.0719369         0.0214              1    3     ba133     ba133    1.0464  0.834843                                    ba133.Chn
4       79.6142         176389        5.14596       0.153607         0.0265              1    3     ba133     ba133   1.39606  0.834843                                    ba133.Chn
5       80.9979         176389        29.2128       0.221376          0.329              1    3     ba133     ba133  0.679668  0.834843                                    ba133.Chn
6       160.612         176389        1.43464       0.113913        0.00638              1    3     ba133     ba133   1.23536  0.834843                                    ba133.Chn
7       223.237         176389        1.00438       0.082175        0.00453              1    3     ba133     ba133   1.36222  0.834843                                    ba133.Chn
8       241.995         176389      0.0157829        0.06186        0.07251              0    3               pb214  0.951722  0.834843                                    ba133.Chn
9       276.399         176389        13.3029       0.148217         0.0716              1    3     ba133     ba133  0.902297  0.834843                                    ba133.Chn
10      277.371         176389       0.480591       0.109189          0.066              0    3               tl208  0.902297  0.834843                                    ba133.Chn
11      295.223         176389      0.0365925      0.0421912         0.1842              0    3               pb214  0.880909  0.834843                                    ba133.Chn
12      302.851         176389        34.0501       0.224219         0.1834              1    3     ba133     ba133  0.864955  0.834843                                    ba133.Chn
13      351.932         176389       0.241207      0.0386086          0.356              0    3               pb214   1.04307  0.834843                                    ba133.Chn
14      356.013         176389        107.421       0.389213         0.6205              1    3     ba133     ba133  0.982515  0.834843                                    ba133.Chn
15      383.849         176389        14.1719       0.199587         0.0894              1    3     ba133     ba133  0.382937  0.834843                                    ba133.Chn
16      583.187         176389      0.0144907     0.00715199           0.85              0    3               tl208  0.905399  0.834843                                    ba133.Chn
17       609.32         176389      0.0944118      0.0130604         0.4549              0    3               bi214  0.832347  0.834843                                    ba133.Chn
18      661.657         176389      0.0785289      0.0119728          0.851              0    3               cs137   0.96284  0.834843                                    ba133.Chn
19      665.447         176389     0.00579715      0.0058888        0.01531              0    3               bi214   0.96284  0.834843                                    ba133.Chn
26      1120.29         176389      0.0378988     0.00812885         0.1492              0    3               bi214  0.779167  0.834843                                    ba133.Chn
27      1155.21         176389   -0.000110645     0.00326603        0.01633              0    3               bi214  0.443338  0.834843                                    ba133.Chn
28      1173.23         176389      0.0348015     0.00840545         0.9985              0    3                co60  0.862524  0.834843                                    ba133.Chn
30      1280.98         176389     0.00256066     0.00334522        0.01434              0    3               bi214  0.322497  0.834843                                    ba133.Chn
31      1332.49         176389      0.0233732     0.00743389       0.999826              0    3                co60  0.612308  0.834843                                    ba133.Chn
33      1401.52         176389     0.00708438      0.0043183         0.0133              0    3               bi214  0.599197  0.834843                                    ba133.Chn
34      1407.99         176389      0.0260694     0.00657374        0.02394              0    3               bi214  0.599197  0.834843                                    ba133.Chn
35      1460.82         176389       0.116843      0.0134656         0.1066              0    3                 k40   1.05143  0.834843                                    ba133.Chn
38       1729.6         176389     0.00393092     0.00241995        0.02878              0    3               bi214  0.112205  0.834843                                    ba133.Chn
39      1764.49         176389      0.0322221       0.007157          0.153              0    3               bi214  0.525949  0.834843                                    ba133.Chn
42      2204.06         176389      0.0114766     0.00416948        0.04924              0    3               bi214  0.318912  0.834843                                    ba133.Chn
44      2614.51         176389     0.00789831     0.00461912        0.99754              0    3               tl208  0.421689  0.834843                                    ba133.Chn
