num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
3       121.782         176387        29.8793       0.479268              0              1    3    eu152e    eu152e    1.2682   1.03481                                    eu152.Chn
4       241.995         176387      0.0253024      0.0948921              0              1    3     pb214     pb214   1.00305   1.03481                                    eu152.Chn
5       244.697         176387        6.81407       0.182618              0              1    3    eu152e    eu152e   1.21365   1.03481                                    eu152.Chn
6       277.371         176387      0.0176871      0.0565693              0              1    3     tl208     tl208  0.773703   1.03481                                    eu152.Chn
7       295.223         176387       0.112042      0.0588534              0              1    3     pb214     pb214  0.700976   1.03481                                    eu152.Chn
8       295.939         176387       0.294006       0.059803              0              1    3    eu152e    eu152e  0.700976   1.03481                                    eu152.Chn
9       344.279         176387        20.2317       0.351887              0              1    3    eu152b    eu152b   1.43204   1.03481                                    eu152.Chn
10      351.932         176387      0.0554233      0.0334159              0              1    3     pb214     pb214   1.43204   1.03481                                    eu152.Chn
11      367.789         176387       0.590258      0.0468219              0              1    3    eu152b    eu152b  0.876632   1.03481                                    eu152.Chn
12      411.116         176387        1.46316      0.0626205              0              1    3    eu152b    eu152b   1.13061   1.03481                                    eu152.Chn
15      488.679         176387       0.195248      0.0338375              0              1    3    eu152e    eu152e  0.962132   1.03481                                    eu152.Chn
16      563.986         176387       0.287068      0.0371941              0              1    3    eu152e    eu152e   0.95711   1.03481                                    eu152.Chn
17      583.187         176387      0.0116089      0.0271099              0              1    3     tl208     tl208   0.95711   1.03481                                    eu152.Chn
18      586.265         176387       0.242415      0.0353727              0              1    3    eu152b    eu152b   0.95711   1.03481                                    eu152.Chn
19       609.32         176387      0.0526993      0.0277533              0              1    3     bi214     bi214  0.752971   1.03481                                    eu152.Chn
22      678.623         176387         0.2311      0.0336375              0              1    3    eu152b    eu152b  0.703985   1.03481                                    eu152.Chn
23       688.67         176387       0.424404       0.039077              0              1    3    eu152e    eu152e  0.959872   1.03481                                    eu152.Chn
24      719.346         176387       0.148768      0.0307717              0              1    3    eu152e    eu152e  0.617976   1.03481                                    eu152.Chn
27      778.904         176387        6.12902       0.115016              0              1    3    eu152b    eu152b  0.943881   1.03481                                    eu152.Chn
28       785.96         176387     -0.0044302       0.023644              0              1    3     pb214     pb214  0.943881   1.03481                                    eu152.Chn
29       806.18         176387    0.000391771      0.0232278              0              1    3     bi214     bi214  0.776025   1.03481                                    eu152.Chn
30      810.451         176387       0.149997      0.0293786              0              1    3    eu152e    eu152e  0.776025   1.03481                                    eu152.Chn
31      860.557         176387       0.109715        0.12587              0              1    3     tl208     tl208  0.941706   1.03481                                    eu152.Chn
32       867.38         176387        1.96448      0.0675074              0              1    3    eu152e    eu152e  0.941706   1.03481                                    eu152.Chn
33      919.337         176387       0.168118      0.0276257              0              1    3    eu152e    eu152e   1.01021   1.03481                                    eu152.Chn
34       926.31         176387       0.102883      0.0250644              0              1    3    eu152e    eu152e   1.01021   1.03481                                    eu152.Chn
35      934.056         176387    -0.00836701       0.019346              0              1    3     bi214     bi214   1.01021   1.03481                                    eu152.Chn
36      964.057         176387        6.17757       0.167014              0              1    3    eu152e    eu152e  0.930042   1.03481                                    eu152.Chn
37      1005.27         176387       0.250498      0.0282855              0              1    3    eu152e    eu152e  0.923382   1.03481                                    eu152.Chn
40      1112.08         176387        4.99945       0.102482              0              1    3    eu152e    eu152e   1.01084   1.03481                                    eu152.Chn
41      1120.29         176387      0.0197796      0.0180693              0              1    3     bi214     bi214   1.01084   1.03481                                    eu152.Chn
43      1173.23         176387      0.0281494      0.0200311              0              1    3      co60      co60   1.29304   1.03481                                    eu152.Chn
44      1212.95         176387       0.544346      0.0366994              0              1    3    eu152e    eu152e  0.742248   1.03481                                    eu152.Chn
47      1299.14         176387       0.581763      0.0344677              0              1    3    eu152b    eu152b  0.674385   1.03481                                    eu152.Chn
48      1332.49         176387      0.0378748      0.0111532              0              1    3      co60      co60   1.00586   1.03481                                    eu152.Chn
50      1401.52         176387      0.0185206     0.00717274              0              1    3     bi214     bi214   1.11426   1.03481                                    eu152.Chn
52      1408.01         176387        6.89019       0.117826              0              1    3    eu152e    eu152e   1.11426   1.03481                                    eu152.Chn
53      1457.64         176387       0.171361      0.0199132              0              1    3    eu152e    eu152e  0.685506   1.03481                                    eu152.Chn
54      1460.82         176387       0.103036      0.0161675              0              1    3       k40       k40  0.685506   1.03481                                    eu152.Chn
56       1528.1         176387       0.111712      0.0152711              0              1    3    eu152e    eu152e   1.22335   1.03481                                    eu152.Chn
59      1764.49         176387      0.0304381     0.00853518              0              1    3     bi214     bi214   0.83319   1.03481                                    eu152.Chn
64      2614.51         176387      0.0252872     0.00752776              0              1    3     tl208     tl208  0.757714   1.03481                                    eu152.Chn
65      566.438         176387       0.106835      0.0319416              0              1    3    eu152e    eu152e   0.95711   1.03481                                    eu152.Chn
