num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
1        74.815         176386     0.00200968      0.0220039              0              0    3               pb214   1.02609  0.927294                                    pb210.Chn
2        77.107         176386      0.0220985      0.0217859              0              0    3               pb214   1.02609  0.927294                                    pb210.Chn
3         86.83         176386      0.0237918      0.0360496              0              0    3               pb214   1.02609  0.927294                                    pb210.Chn
4        87.349         176386     -0.0507804      0.0356359              0              0    3               pb214   1.02609  0.927294                                    pb210.Chn
5        46.539         176386        29.7274        1.10642              0              1    3     pb210     pb210   1.18508  0.927294                                    pb210.Chn
6       53.2284         176386       -134.466        116.771              0              0    3               pb214   1.18508  0.927294                                    pb210.Chn
7       241.995         176386     0.00894346      0.0132704              0              0    3               pb214  0.883422  0.927294                                    pb210.Chn
8       277.371         176386      0.0229125      0.0110526              0              0    3               tl208     1.505  0.927294                                    pb210.Chn
9       295.223         176386      0.0124265      0.0117746              0              0    3               pb214  0.886644  0.927294                                    pb210.Chn
10      351.932         176386      0.0747884      0.0137804              0              0    3               pb214   1.54926  0.927294                                    pb210.Chn
11      583.187         176386      0.0184689     0.00804623              0              0    3               tl208   1.00602  0.927294                                    pb210.Chn
12       609.32         176386      0.0722591      0.0111224              0              0    3               bi214   0.82909  0.927294                                    pb210.Chn
13      661.657         176386      0.0551678      0.0105038              0              0    3               cs137  0.996854  0.927294                                    pb210.Chn
14      665.447         176386     0.00436672       0.005729              0              0    3               bi214  0.996854  0.927294                                    pb210.Chn
21      1120.29         176386      0.0224288     0.00737337              0              0    3               bi214  0.799709  0.927294                                    pb210.Chn
22      1155.21         176386     0.00843298      0.0049748              0              0    3               bi214  0.587243  0.927294                                    pb210.Chn
23      1173.23         176386      0.0314364     0.00793599              0              0    3                co60  0.781579  0.927294                                    pb210.Chn
25      1280.98         176386    -0.00254798     0.00363303              0              0    3               bi214  0.540206  0.927294                                    pb210.Chn
26      1332.49         176386      0.0444383     0.00806531              0              0    3                co60  0.757888  0.927294                                    pb210.Chn
30      1460.82         176386       0.122281      0.0128948              0              0    3                 k40  0.626219  0.927294                                    pb210.Chn
34      1764.49         176386      0.0296038     0.00593769              0              0    3               bi214  0.363337  0.927294                                    pb210.Chn
39      2614.51         176386      0.0241595     0.00800769              0              0    3               tl208  0.538531  0.927294                                    pb210.Chn
