num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
1       277.371         176386     0.00254045      0.0600411              0              0    2               tl208  0.605424  0.733552                                     co60.Chn
2        347.14         176386     -0.0144392      0.0458064              0              1    2      co60      co60  0.976677  0.733552                                     co60.Chn
3       583.187         176386      0.0168407      0.0267497              0              0    2               tl208  0.951676  0.733552                                     co60.Chn
4        609.32         176386      0.0507871      0.0334675              0              0    2               bi214  0.884827  0.733552                                     co60.Chn
6        763.13         176386    0.000511544      0.0304839              0              0    2               tl208  0.686881  0.733552                                     co60.Chn
7        768.36         176386     -0.0157732       0.028458              0              0    2               bi214  0.686881  0.733552                                     co60.Chn
8        806.18         176386     -0.0106732       0.031987              0              0    2               bi214  0.790832  0.733552                                     co60.Chn
9         826.1         176386     0.00166475      0.0374099              0              1    2      co60      co60   1.14568  0.733552                                     co60.Chn
10      860.557         176386      0.0531897      0.0363886              0              0    2               tl208   0.67346  0.733552                                     co60.Chn
11      934.056         176386      0.0522058      0.0430921              0              0    2               bi214  0.926469  0.733552                                     co60.Chn
12      1120.29         176386     0.00218713      0.0321033              0              0    2               bi214  0.826002  0.733552                                     co60.Chn
13      1155.21         176386      0.0164048      0.0268861              0              0    2               bi214  0.581297  0.733552                                     co60.Chn
14      1173.23         176386        33.3951       0.213893              0              1    2      co60      co60  0.783509  0.733552                                     co60.Chn
15      1238.12         176386      0.0146958      0.0145092              0              0    2               bi214  0.873964  0.733552                                     co60.Chn
16      1280.98         176386    -0.00692625      0.0106358              0              0    2               bi214    1.4849  0.733552                                     co60.Chn
17      1332.49         176386        31.0438       0.202787              0              1    2      co60      co60   1.26911  0.733552                                     co60.Chn
18      1377.67         176386      0.0120384     0.00698327              0              0    2               bi214  0.754992  0.733552                                     co60.Chn
19      1401.52         176386     0.00416365     0.00495471              0              0    2               bi214  0.688661  0.733552                                     co60.Chn
20      1407.99         176386      0.0244783     0.00705746              0              0    2               bi214  0.688661  0.733552                                     co60.Chn
21      1460.82         176386       0.112951      0.0143709              0              0    2                 k40  0.952156  0.733552                                     co60.Chn
22      1509.21         176386     0.00731466     0.00461083              0              0    2               bi214  0.498239  0.733552                                     co60.Chn
23      1661.27         176386   -0.000180945     0.00228636              0              0    2               bi214  0.259002  0.733552                                     co60.Chn
24       1729.6         176386     0.00878131     0.00520974              0              0    2               bi214  0.525116  0.733552                                     co60.Chn
25      1764.49         176386      0.0324699     0.00640461              0              0    2               bi214  0.546234  0.733552                                     co60.Chn
26      1847.43         176386     0.00786403     0.00423216              0              0    2               bi214   0.35292  0.733552                                     co60.Chn
27      2118.51         176386     0.00175125     0.00299588              0              0    2               bi214  0.224136  0.733552                                     co60.Chn
28      2158.57         176386     0.00162139     0.00251664              0              1    2      co60      co60   0.22347  0.733552                                     co60.Chn
29      2204.06         176386     0.00844067     0.00399858              0              0    2               bi214  0.276985  0.733552                                     co60.Chn
30       2447.7         176386    0.000363368     0.00315995              0              0    2               bi214  0.224726  0.733552                                     co60.Chn
31      2614.51         176386      0.0298127     0.00614277              0              0    2               tl208   0.56201  0.733552                                     co60.Chn
