num      energy        midtime       peakrate            +/-          I*eff          IsoBrconvergence    parent     activROI_Chisq/dofTot_Chisq/dof                                     filename
1        46.539         176386      -0.758847       0.406406              0              0    3               pb210   1.02564   1.04358                                    ba133.Chn
2       53.1622         176386        2.58757      0.0544855              0              1    3     ba133     ba133   1.02564   1.04358                                    ba133.Chn
4       79.6142         176386        5.08765       0.263547              0              1    3     ba133     ba133   1.31025   1.04358                                    ba133.Chn
5       80.9979         176386        42.2172       0.267874              0              1    3     ba133     ba133    1.0612   1.04358                                    ba133.Chn
6       160.612         176386       0.774781      0.0643308              0              1    3     ba133     ba133    0.9334   1.04358                                    ba133.Chn
7       223.237         176386       0.467094      0.0367443              0              1    3     ba133     ba133   1.07942   1.04358                                    ba133.Chn
8       241.995         176386      0.0194103      0.0233872              0              0    3               pb214  0.857414   1.04358                                    ba133.Chn
9       276.399         176386        6.33404      0.0810517              0              1    3     ba133     ba133  0.739186   1.04358                                    ba133.Chn
10      277.371         176386       0.213167      0.0604824              0              0    3               tl208  0.739186   1.04358                                    ba133.Chn
11      295.223         176386      0.0332734       0.015835              0              0    3               pb214   1.00069   1.04358                                    ba133.Chn
12      302.851         176386        15.7409       0.096391              0              1    3     ba133     ba133   1.11778   1.04358                                    ba133.Chn
13      351.932         176386       0.072967      0.0159954              0              0    3               pb214  0.774678   1.04358                                    ba133.Chn
14      356.013         176386        48.5512       0.160893              0              1    3     ba133     ba133  0.666717   1.04358                                    ba133.Chn
15      383.849         176386        6.66374       0.128655              0              1    3     ba133     ba133  0.376336   1.04358                                    ba133.Chn
16      583.187         176386      0.0095178      0.0044831              0              0    3               tl208  0.929581   1.04358                                    ba133.Chn
17       609.32         176386      0.0718359     0.00761882              0              0    3               bi214   1.47433   1.04358                                    ba133.Chn
18      661.657         176386      0.0657093     0.00732797              0              0    3               cs137  0.971067   1.04358                                    ba133.Chn
19      665.447         176386     0.00174206     0.00325124              0              0    3               bi214  0.971067   1.04358                                    ba133.Chn
26      1120.29         176386      0.0186627     0.00451646              0              0    3               bi214   1.13536   1.04358                                    ba133.Chn
27      1155.21         176386     0.00531628     0.00299832              0              0    3               bi214   1.05469   1.04358                                    ba133.Chn
28      1173.23         176386      0.0468727     0.00611794              0              0    3                co60   1.05589   1.04358                                    ba133.Chn
30      1280.98         176386     0.00476604     0.00274264              0              0    3               bi214  0.932778   1.04358                                    ba133.Chn
31      1332.49         176386       0.046588     0.00549077              0              0    3                co60  0.884458   1.04358                                    ba133.Chn
33      1401.52         176386     0.00160305      0.0019773              0              0    3               bi214   0.96934   1.04358                                    ba133.Chn
34      1407.99         176386      0.0190979     0.00381595              0              0    3               bi214   0.96934   1.04358                                    ba133.Chn
35      1460.82         176386       0.126052       0.009099              0              0    3                 k40   1.58371   1.04358                                    ba133.Chn
38       1729.6         176386     0.00716616     0.00245119              0              0    3               bi214  0.486116   1.04358                                    ba133.Chn
39      1764.49         176386      0.0177327     0.00426614              0              0    3               bi214   1.03604   1.04358                                    ba133.Chn
42      2204.06         176386     0.00507171     0.00225232              0              0    3               bi214  0.616401   1.04358                                    ba133.Chn
44      2614.51         176386      0.0176045     0.00453943              0              0    3               tl208   1.21529   1.04358                                    ba133.Chn
